servicio,reserva
44687,179992
10519,318675
74027,25112
157489,2170
177966,347374
129456,230393
29229,162927
7994,21184
58311,373264
60453,210230
157886,250619
114700,391143
76659,374105
146479,194700
83458,175385
52996,65202
112223,105478
35650,148389
8344,248220
63570,293921
101410,87752
154166,795
133624,115865
40565,228582
28123,174620
109143,236629
64479,253012
22459,397036
42158,359309
55530,129745
144984,390125
120639,45614
137263,391902
115671,303018
97712,161159
176230,134759
175084,79591
100835,255192
97178,15643
91372,76774
84487,364994
45199,149875
80292,228322
56286,249621
19551,119719
129752,51139
22072,20022
141505,362996
172214,361945
7100,109885
183767,245477
171745,104640
40782,360
199780,245074
49612,293602
46902,226873
117457,365642
50885,82344
6877,244673
177969,247187
187847,37410
98682,119011
176600,260986
113587,211532
103761,108071
7505,353481
115530,182550
141331,322803
191688,87676
93515,133587
160347,267536
12932,287644
23822,68718
118785,205805
157561,371804
74915,157302
123216,294328
170621,241301
133242,279103
102156,387114
193895,265570
24512,120451
187143,377827
194548,219269
180564,20252
183396,47413
179491,172158
61526,34413
65154,41766
104083,176734
107860,236702
136410,55917
192569,218563
130311,250537
97161,165542
150209,12524
163779,23362
129077,196879
136478,73983
93768,30190
175997,377070
114385,23276
48870,257898
164586,363264
16649,208776
64272,8374
46228,374827
13494,126850
124714,222231
189551,370266
5412,119807
71805,147932
3102,353254
50455,218742
139084,4160
161881,261466
69964,261476
155909,175292
192341,99615
183745,273200
95965,364001
135319,121151
18749,34785
135919,77975
186976,323742
142144,190809
93010,163057
161372,120952
188681,274144
54990,361008
137314,385992
41430,363352
58673,300025
10574,127131
53517,137660
77455,97167
131567,45111
139422,3644
81019,305448
119139,238972
12324,292575
179169,315195
110487,71542
64969,344945
52472,276969
104558,71895
121782,344236
79180,368896
17314,19289
179354,334522
124240,389810
120502,390255
105095,274697
129148,163320
183546,219584
151994,399695
57037,352259
152296,228478
189931,250569
189590,331122
123915,194187
158984,231181
1511,287578
193502,76306
135743,109088
147630,108033
103435,294872
33349,63918
165278,137433
31346,100331
29079,145469
109802,330126
64685,232256
125618,371706
124069,327002
87723,95888
138765,256189
175494,38662
148618,280504
175798,322478
54515,26722
122396,77118
144938,51079
165446,35381
193346,82569
10454,107901
27696,196470
9773,88498
62790,231626
111085,267805
136327,222922
7559,380404
141363,100156
149916,256280
53275,328763
11493,334839
186526,184096
164890,311717
44782,173230
1174,222091
48167,95561
138985,183142
82857,152326
147200,287752
90964,206431
54679,392257
12580,34189
64459,307772
86889,186285
102226,30650
30904,117579
111527,363679
92306,26285
143310,116242
19634,272833
28467,325478
60483,154241
67195,318827
166150,368804
81950,61189
45455,232060
135620,13587
62656,274845
123816,105863
46874,184759
77074,68414
183713,281102
153229,187152
123013,216678
161735,229069
126672,75177
8002,249707
133718,157026
141430,288094
137604,174820
104921,196012
114816,283893
121283,347024
82039,160620
15469,100892
79558,178238
154105,65092
83778,88344
106464,284143
26568,141872
46634,187716
151335,67326
93118,368238
114369,112502
193027,100707
195329,97505
171085,241727
127716,67014
96684,234126
165077,377833
73060,3150
135616,179759
48241,97705
108872,190403
20896,309399
127001,310223
7386,267177
80821,397941
148534,163099
166728,287963
153402,272123
71356,368934
55234,237112
98351,295828
32256,231592
65048,169994
156067,392784
173500,152437
74063,343530
114845,214204
196889,112011
120408,346936
69658,316949
70513,27683
167939,154793
127052,33630
64086,59616
2127,36902
136964,314535
126665,340875
46304,301485
69458,3368
113908,278504
154667,128112
65106,124319
196713,338074
60905,260671
121963,121848
69125,197364
27258,307549
153474,311676
120079,132336
134663,254659
109985,39670
159461,150027
4898,107913
27279,341016
196704,166663
170775,134363
43437,256273
42629,297689
145543,186481
170986,69725
53571,355747
167642,89239
175385,170519
10390,235779
112716,385602
37749,57581
5388,261428
69204,33021
189483,124668
174545,135055
182821,109211
35485,320207
20589,110171
39814,331823
195765,263138
65493,87323
106709,372471
16403,133477
6393,155923
73937,133038
68339,247520
5427,14527
194564,29756
55639,123324
194356,237482
61609,184323
150219,389208
77873,327736
191856,47261
180294,338762
24503,250138
55932,341667
119030,278230
12647,206509
85667,133119
74818,19336
80225,256834
11234,162835
28727,191855
84011,188365
44913,331963
50051,237674
76581,26397
23155,250473
170220,167649
179666,249721
61213,373249
59157,200661
196381,135547
111085,365839
17748,115552
58151,251489
150219,104389
65439,170287
55693,305371
76997,379389
55503,300794
146,344360
65677,92199
50825,396275
146394,36670
181736,42868
8267,362332
139377,6810
7927,152618
157488,265610
74842,291214
163797,231249
83377,379855
19848,278409
97877,70109
14231,29253
154908,148312
89496,288185
1060,96486
70503,225160
124519,318596
153388,89671
11346,244853
53909,139901
24735,344370
37347,71751
80997,39958
5687,78800
132884,118405
83339,134250
68941,257596
103734,104399
164500,270172
175824,109104
167592,154045
128787,257386
134184,28872
187763,147836
107359,31369
40024,251507
53622,82451
50569,238638
192129,91719
38528,336194
111361,285165
190317,189919
19336,204983
175169,218755
176135,257327
28159,329521
58201,107830
136969,57530
108709,273930
106299,286751
19486,135330
56320,36919
121368,50354
6163,227580
161443,23281
26884,357746
98278,328300
10489,284535
71781,22741
177383,350070
11396,273980
167807,355972
135919,257523
146110,320512
41843,186150
158551,125845
106884,73692
156263,272756
59130,276492
158929,134104
131660,220176
102271,310013
46671,344693
46404,189775
144055,31906
157857,53320
175792,216837
11629,72839
21613,199637
54402,288684
1564,364730
104518,136899
115272,317542
64056,209237
35193,238488
122716,381253
159007,255951
77967,286120
56524,175579
19694,340351
6759,11674
126943,228597
3514,224185
6278,295088
96700,322944
17081,241702
164328,262399
83846,123651
164069,24553
196219,304632
43103,52143
105700,179311
26366,356425
92695,257191
58765,3551
171598,378647
179958,239507
14941,85969
152083,162415
147699,368071
92545,123496
112657,8802
20867,391343
20557,179649
84025,69943
10801,244136
35965,201180
58926,76097
151007,242961
140791,32174
57056,15330
8401,242973
27246,396907
142492,102816
192980,281970
152567,46656
104712,234264
161297,57756
6224,204113
72353,359125
72037,215406
1414,344888
19251,227109
108939,329200
59562,104372
9315,48668
24983,249963
79313,225934
68577,192667
87459,219160
47355,348945
151744,168172
16369,368051
111826,91639
5842,135870
37114,367011
126107,276488
178809,26518
33334,57061
91254,232784
194448,30276
94857,312327
105598,145822
96504,624
63338,40980
189880,275471
199819,61039
96494,327527
13888,295724
131403,179703
65977,310540
91180,215536
61749,290979
114152,295081
148997,250200
81198,318627
199049,173279
3414,360774
130392,12424
128103,73340
64363,124527
19739,126078
68734,236920
44704,33940
157443,323126
45020,27496
169099,279182
13497,327884
147995,354968
52512,334073
86679,66928
123310,113881
164289,145722
19419,28412
181879,93234
156255,313712
120755,312984
60516,383526
40184,190409
171067,276622
9451,70389
10762,22643
109258,198940
46277,336181
133154,270938
62387,205452
54318,11318
68545,45345
130425,74240
43083,257781
46074,123367
150244,383027
127820,299309
101156,337519
68246,392962
10925,116838
42556,73964
192309,179644
120118,240017
188927,396183
114484,85493
196034,320432
19771,302540
185268,100570
144738,40045
74527,253092
76281,90497
73050,234748
133974,23027
11649,261965
180021,309344
103142,200323
98207,57228
11333,362198
12716,208210
151939,288373
105812,363836
17813,363291
156015,270711
73976,217907
132714,289589
123725,226216
16108,338111
136284,48226
12979,201135
191688,54698
42830,48969
74759,102751
66792,274557
42900,165161
23602,315424
13367,20588
6206,60154
27582,277418
9054,365626
106701,51889
111091,12854
100599,224085
155389,114021
84620,244643
104466,23345
124497,364924
87848,2157
48599,193786
6051,12156
80015,323984
165016,263484
171312,246543
190142,49846
35431,284121
145307,140501
103718,103019
149445,112240
119868,51317
76659,274717
117431,384360
22133,126328
54223,74034
46752,5243
48943,367912
49761,63400
43942,206667
77616,50861
154422,303190
43142,211569
21967,320358
164876,33428
160906,199803
119656,377501
124294,320370
134285,329127
181853,232573
150713,260589
123709,345665
34076,49731
156605,378662
181051,366715
167352,258812
121954,24529
59885,172279
135320,196509
131357,55370
138828,360692
79947,52309
97333,186327
40057,315016
137216,206786
134098,55147
108413,131349
132035,277199
16446,128391
194239,92538
103159,81970
27035,171736
140501,288178
167265,189462
16702,228416
94642,8708
36116,13817
43958,341443
74866,329893
149236,66132
66805,280763
13930,390139
101585,76162
175601,336513
62613,216289
779,120015
7359,83943
8410,144828
151980,134417
24570,34269
92880,72201
92763,144336
136066,84222
3689,20355
103978,219540
176619,37322
48981,143307
43388,286846
44346,249246
5658,295488
123288,155307
145939,200888
104784,184853
1507,33966
77514,286839
165500,327873
31901,329955
54660,196225
178122,315690
150581,331569
9219,29320
187717,203570
6876,117371
98026,382175
64853,257473
142223,199536
47440,348337
152399,136711
118773,222915
50165,237883
119486,203378
66261,331787
111551,263464
94131,156478
40812,268139
94603,46541
90184,374947
9014,116379
106604,73047
188310,200525
58032,387226
86302,20184
100633,224694
36381,217396
38953,361587
118163,248211
87911,262455
178617,235079
196511,296782
14252,226770
15422,260219
78598,179719
181610,136518
112966,117854
47398,70633
80251,380981
29462,58354
107498,218306
123752,236576
49120,242873
131701,101224
148191,364607
101483,200057
176261,1694
30781,351717
60534,159859
187267,244990
184587,109827
132819,341964
92683,60889
40346,394972
160601,755
58689,345971
29715,175928
162991,374351
104228,118448
168529,1118
60617,132793
62796,17064
34508,387866
69445,390790
87966,29044
157093,151553
33206,147287
8985,191244
156704,355061
176669,128112
74193,210575
77819,174777
119904,311058
100976,169153
139710,243525
166049,130600
136855,345705
8742,45092
192953,286263
9288,224035
168075,35670
195521,101167
169101,175470
63695,370504
147800,353723
101612,45399
50033,193439
97440,282563
10996,394263
77722,183279
47716,145166
187174,389431
189836,6052
193686,46009
89035,14966
157120,3704
155431,255859
189530,399128
91350,10271
199021,373392
114102,309021
47211,87870
34835,56107
171092,205804
62395,237744
74764,395235
64753,36307
190237,103130
133090,101169
37315,241853
110854,190575
128414,292619
2512,264380
77063,382886
149505,35150
63313,264310
187325,324127
75657,169859
64316,50664
87876,191579
49706,6327
65590,85947
73885,369643
4234,308645
120123,108535
113310,83311
44077,55404
41745,260555
106336,237994
170469,148297
73293,293752
41589,386827
131761,125374
143224,280437
80582,71562
148077,248309
142764,87079
44833,37287
22348,248574
102431,212181
130947,222707
156493,177457
17957,41432
65522,389981
172393,393449
92895,24237
75029,77332
32165,362095
170666,244710
52241,68110
8928,192035
122777,95518
45287,112764
166167,241552
22242,370635
93418,396594
132473,161139
123541,353154
45571,244854
142773,207053
177763,349255
29343,142082
150160,288201
96265,212035
540,344487
148530,364218
178786,317483
158483,335140
103435,133085
144226,119061
117567,64635
94067,272704
101400,192848
182801,35281
149782,140746
72207,40678
2002,30200
72362,380064
34628,209831
35632,271439
170387,231481
99222,355954
183428,309977
54059,362508
79712,187802
134442,198804
179735,229566
61929,229561
144293,361338
49323,335112
36690,366585
113890,184279
84499,369882
6129,17077
119948,91014
88800,236134
9948,361632
70317,206903
22859,350967
8525,12951
141746,17896
149178,145192
157645,153172
112093,165904
77284,22814
124232,12580
7703,338792
125970,366263
156169,397458
65658,173855
175619,26415
95957,287093
122353,56715
170899,211593
25405,151230
49063,371279
38047,223476
381,252493
74186,279604
109902,276250
14269,90730
149680,88270
165127,132609
174821,285179
153316,197544
46964,301929
82596,10490
22994,106734
88822,267186
110236,359156
173755,83136
91133,20548
132735,195159
19546,149505
156452,305233
199458,9218
1741,120372
73749,354949
78341,139101
106604,377515
71077,230813
88911,145648
89765,207927
38225,391437
155730,187468
91572,240948
73030,150845
85292,235939
166541,4802
106164,4465
81521,121995
123800,131403
165311,219440
147867,74279
109999,263264
44012,166684
75980,26487
119587,358905
126150,200632
40529,31701
97423,343010
28980,111586
163242,274396
100178,240489
173639,112881
114218,296487
106177,136494
180373,31266
89922,255173
91201,41883
29960,68219
131510,367092
81932,306526
144240,201007
169700,79514
71631,357359
98018,66467
56527,272234
112417,84322
30409,285465
145730,201507
144766,138303
25859,18641
178997,117296
145580,4568
63009,171005
77600,7777
30717,241911
18388,373238
7615,38278
174935,245688
48129,378539
162626,367214
195714,234190
47727,26719
146195,69485
193264,62214
153715,291547
39044,191383
145517,87144
52550,392421
16706,338399
73334,287304
167195,241098
168743,90527
77048,216804
198368,197826
92419,58201
148006,281806
121610,148924
119423,365275
28276,394335
36074,133545
27546,308593
180289,230707
86623,361126
45058,96670
27438,360262
46842,179772
22175,294644
166750,11004
188392,58864
177959,250653
17420,13146
136597,131997
75294,292079
63962,350862
73943,342888
199726,312147
118264,109038
89047,263605
56707,356521
93500,16097
124397,213814
123002,60072
13955,224282
127417,156176
84449,230444
118554,234231
70831,217131
19100,116078
10062,184233
28333,112290
63957,23930
183806,141704
120734,170390
96810,374007
103493,22623
151963,349809
96360,285341
57062,42259
18490,345472
76790,56642
2452,232003
74643,210927
47748,307846
180219,10800
196861,5874
104233,128537
150985,375408
8120,272262
101165,61428
144794,361782
108640,206063
50409,104562
38332,35983
66832,312674
31681,154585
199511,250838
141124,352703
87460,294029
6044,94169
22472,62618
189386,208076
125489,245671
194475,322591
190414,87671
72137,356157
152417,26004
72820,63679
128823,222645
2398,16755
186060,390060
101462,28976
196372,161397
167346,324974
116710,185391
148163,74692
196857,377006
197029,347312
137156,229384
187594,257838
6553,128571
185015,64685
76453,39127
60958,26544
128485,350480
70379,395551
4767,63895
131555,369419
3617,133108
59301,346184
124848,380493
189681,248246
22739,388172
30639,309549
47366,140048
99193,363454
162354,69717
171472,296409
67261,276348
9246,242112
97904,229396
170696,343277
110675,203596
78882,188182
51799,192383
119813,233993
43223,319679
193142,206710
29278,311248
127522,346661
166878,177862
13030,170028
128169,244481
14993,303576
93523,21914
57362,359366
99889,229363
193775,173891
145248,153993
79046,363003
27237,186
158412,182276
61823,338173
136890,3021
101600,267506
179477,143407
195392,162342
39324,262786
69149,298431
72087,23205
199305,55559
182892,309760
82201,185718
30586,13469
171689,143921
132102,218508
83013,267859
38622,12301
70258,45005
174961,303442
81808,103917
175379,5458
171434,376495
169107,273586
65032,135421
39624,300205
163844,354346
43996,255742
147250,85145
178919,195156
140925,39791
47732,265424
198957,350951
125467,350104
57649,324470
174176,211917
77581,359311
11100,135169
85307,266109
12061,86864
162314,268478
25947,379020
10247,182953
181047,319693
197483,54723
174521,156925
117776,244539
129261,295730
132134,157182
157993,354596
73425,374946
75363,343107
154907,121031
44832,94189
41432,29941
96322,254779
98000,329371
56800,226443
107588,198517
187784,378663
55280,71951
150507,182955
171291,43716
49827,47627
35757,230603
61090,290549
26181,220257
81820,11269
157396,382074
159428,328658
116885,194679
79849,109361
72702,5187
134024,275391
61441,169943
165230,209790
7307,300414
154368,78324
129298,3125
132962,349153
188246,65862
168355,344091
13339,78931
114366,30516
158410,40776
79040,209777
47870,119979
96719,125132
67112,365247
145313,284699
28201,76562
25230,57099
129901,386297
50475,203351
63125,113390
41978,191742
137278,397489
128733,200412
39489,23827
167506,279299
112435,300241
95334,271258
86946,315103
14384,163094
115970,10668
177124,78474
110937,50542
113777,21530
64311,226913
138631,370403
112160,151828
87739,128010
33227,268508
3280,5227
123170,246216
127202,244665
12634,380121
183073,246424
60845,28141
92324,68101
12799,39390
132524,19065
97354,133117
123139,9148
182397,168523
78874,34448
40891,26152
131401,225334
72335,270012
89053,148211
172492,394241
93517,91232
151392,286027
27425,252750
131303,16584
121139,330156
168871,145694
79634,73340
65958,109418
77184,375307
111766,127733
69065,176921
88451,144602
81260,84330
166792,355516
175841,390540
153604,336523
182023,79094
64232,87783
62514,212721
129914,341725
159779,219437
63839,51679
23013,168966
47233,21572
157263,157280
81055,156552
39247,263420
40367,141161
19409,61592
165827,32275
51157,129634
81002,305979
119774,58467
45936,154853
56244,221151
183075,17482
162192,224503
172712,335638
191163,365685
38090,217876
108325,290505
111619,46944
11373,89690
139901,224030
69300,327140
7988,219324
102079,243550
156639,301281
88902,149821
92925,36897
30375,157864
167792,3658
110960,331558
188386,71299
43474,165545
132753,158532
1648,20512
94146,222646
62563,357502
182803,275564
32346,107978
7793,117481
175389,92800
153384,264402
195487,175775
69164,16676
55927,27963
146350,265667
15375,236939
187384,178500
27225,345472
192750,342018
113072,28223
11169,171519
97317,276893
22397,170042
6062,376626
92944,259439
118715,121174
89264,363567
181545,27502
154179,37086
198615,98390
115236,39531
112413,129380
3244,203448
135922,230929
118513,37443
186165,194644
73449,256513
118089,219580
3124,377594
22001,237489
76561,146433
160654,237780
145573,150387
98626,222592
152478,396787
59774,158849
7649,52582
173673,310840
151119,189651
138224,292624
116947,196402
85576,160303
52251,333573
184917,68948
185564,297860
60341,183951
111874,349706
49119,220707
38453,286725
18336,374599
76979,352957
196077,204513
57140,368845
152934,192691
112582,294231
88020,234567
15011,56019
41857,245957
39525,177920
158414,181292
84267,244433
122370,201112
42116,320622
110793,334434
18318,322007
151388,155029
53278,156426
142426,393324
41114,253087
164805,117757
38512,368478
68021,297512
127542,91986
54509,231363
88718,206009
76493,252471
91049,94632
181114,250602
140865,133757
162884,356674
5956,196044
172452,323051
70615,207641
194700,286133
89604,26088
193212,171094
27704,52049
86698,78774
13143,142893
162615,39127
118601,206210
109780,263933
129531,147578
117479,23133
143023,293951
156301,383231
106032,138726
57934,279467
77532,264221
19146,346612
79839,84550
180769,151074
80134,43431
45519,167389
93751,138123
199644,105171
113346,331412
84016,248036
165109,108038
113663,257767
122209,222191
179029,305258
56745,281871
101473,83731
27902,341553
64937,91480
111853,166372
197712,129167
12093,139597
100850,286469
138671,56194
96519,64799
179223,29768
17359,291692
147559,173685
188254,14008
47919,269060
80877,205863
60815,214538
126201,158282
147670,82973
112806,35937
177252,310186
41153,176394
21397,312539
104979,149041
99630,122344
57012,396407
180140,106773
124816,37896
78078,162322
2425,185373
153971,334452
151157,79329
196628,226026
75913,57799
44685,96328
87216,154419
119477,348844
87870,234575
128689,134983
56012,50719
31841,53861
132877,249617
77001,53201
57020,210484
125198,153821
16600,180619
122054,77589
44911,166701
50051,56718
146801,340430
16123,120535
166172,251575
119033,350252
83768,348858
94455,112870
125489,153393
78930,167353
8262,321085
26828,237984
57606,57084
383,54240
153398,210798
2722,27898
43255,312018
168313,215117
49836,65269
138599,325739
105743,231000
52311,48640
50667,86280
195379,61643
127227,190309
88619,85693
94101,98035
98458,203103
154446,253133
35563,278728
4912,391909
55541,306316
104343,346491
52311,236192
53155,243643
73573,292795
114439,64550
13714,33318
36150,8517
121213,33767
25715,34795
4192,63388
128101,22894
37419,57820
199275,302592
139400,391578
24616,353881
149132,356133
101191,283165
66945,13135
35922,84636
12908,280196
197598,209911
4657,187753
44438,283500
48523,70696
41856,283361
41784,229546
85710,105377
11091,282652
22434,238217
82269,305386
90166,97969
94501,398684
177024,8716
101706,32984
141896,199594
4385,25015
96256,244146
109463,377919
139383,278052
7169,317355
154550,212629
27295,323621
62906,289475
57335,338705
164707,158521
46520,274217
99053,323518
85138,319370
40002,212807
40062,293787
56381,105147
13846,124224
197499,182415
97627,163795
149553,207427
91447,395176
192767,193687
78182,204175
74603,135141
125049,283698
31594,271029
136071,340732
61212,396183
49710,195526
130832,96817
112764,190862
77102,331389
30758,357346
143022,351826
167790,77301
147853,257096
153001,376737
14092,300453
17732,275040
25681,77847
50999,102615
120758,53256
100951,29713
132101,284936
49071,3709
94543,151571
15076,109037
113835,145499
62470,391555
33770,81428
137715,201403
84554,150695
35786,335035
63078,116982
177341,196375
32543,345928
109822,284968
185478,33836
172807,81078
154997,48920
194466,197049
104343,139344
6823,390177
130377,144660
188383,183990
33152,253475
45708,271367
157519,25789
50698,166493
132508,244532
182669,216088
41339,252568
56276,292431
27955,55045
147647,357217
89643,312131
171304,205239
57087,117474
95337,271841
158207,136620
43114,53694
149776,10315
199037,136018
145466,235673
52714,38775
137766,191438
174466,195830
87422,376992
193041,316938
93134,130752
55025,270498
169546,43353
90035,110001
196523,245801
60341,192740
9969,208031
61119,101484
196811,159463
69761,92418
60310,257570
2190,14565
99321,374151
94031,195487
129039,167455
167117,149018
50519,346328
140347,104594
87130,319187
190574,33226
141425,56804
97252,63005
27203,220043
26517,184126
94256,382485
108524,140692
3,130724
195159,19280
31588,112734
19013,156013
71357,194349
199656,70104
94345,71274
178740,194638
191927,262397
163308,67285
38583,78455
1102,67548
166510,166286
115864,318118
30393,38468
198400,103689
159400,167709
18483,87998
188943,48406
164115,357710
185030,289169
194300,27801
175541,396053
31655,38064
61213,310549
161885,21496
189614,370455
79124,102335
41330,41708
169652,57868
85690,127235
52871,336925
65166,339963
122579,352622
65198,310757
21270,343890
41836,155704
6656,302351
132677,117764
139892,361271
129466,288055
85011,354312
105211,107219
159966,357315
105718,100564
57646,276589
131963,179895
181730,109594
132573,225459
183985,259909
26415,253390
142761,15809
15287,340212
194898,140441
29601,102478
80214,109838
157978,365006
14615,82473
63423,146975
31685,105057
73551,309056
194838,257671
28105,390283
140805,214832
104708,132292
15678,94054
138557,18500
168855,82306
40043,31720
150233,213605
65932,92288
187410,54135
69621,263379
26930,215693
118298,297163
168645,322830
20427,95008
159794,183931
139505,144689
131416,385577
68411,246923
185711,260010
44242,171118
77599,398939
140478,206197
172733,378019
68907,226661
172412,245773
175945,296719
46309,15560
12432,276487
33546,218720
114444,22977
112205,372303
189593,322525
92903,53905
50181,398525
149212,43570
144506,55197
64834,303143
69636,319261
169912,211303
169693,22673
3981,73155
119019,188486
36351,331515
116958,328962
123695,319589
65136,344040
64018,334327
33665,40875
85731,1483
176319,387199
121579,366578
180438,143765
48354,317164
187264,324527
3171,223879
47249,270489
105909,338149
132785,143524
135883,124399
192664,273888
178456,284364
114541,375603
44921,162359
176719,26074
156746,225608
108292,304166
45437,320238
39947,341361
42322,347056
36328,54877
189828,117316
69937,129464
141799,193585
86755,123010
118033,244183
31544,246613
141046,97302
39210,186917
194857,125004
140225,336808
159861,326395
33952,283655
125207,270205
10764,228928
135763,372359
78812,164421
145166,299608
86191,47719
30962,252895
162989,297708
35723,395912
42800,81620
66744,64054
56091,29471
70059,318370
182611,155148
18379,185948
137865,150499
46814,237783
135984,135051
156874,339528
47171,101784
4970,313945
30877,68559
68975,223012
90135,238035
53126,206286
4010,308897
76073,41826
6284,65301
84435,265554
12413,22789
126876,90395
103026,354281
13136,323234
103579,70174
134191,70792
171429,48911
189632,384006
68272,290494
190241,235613
91723,331928
134683,122234
115276,282312
46817,280945
14331,325974
44474,313192
105607,248125
121334,284989
155277,161074
185313,50522
96985,147950
80407,320300
86579,366761
150334,52538
44774,38843
73470,50831
46412,599
78148,393828
64254,91978
100548,86873
112514,24977
64855,370210
137581,156192
49370,87886
175069,19542
91678,348268
413,362014
52755,239382
64431,176181
19881,269504
53046,14684
59068,22015
167059,177027
41657,190565
175324,33242
66824,239821
183368,141655
125795,262000
51686,374003
177500,36348
193286,227006
148739,215733
28758,206720
65735,136402
38833,65947
55434,121294
167154,274796
62330,393154
76923,298577
124942,153270
21802,328068
3108,135411
31059,216503
137646,33127
193925,78389
182664,351234
117108,290932
185886,25429
153963,393797
141812,363989
68358,680
69066,266310
175743,58434
15619,55837
140315,340463
162842,9978
94997,156830
168419,84991
40977,136969
162101,175527
88710,68220
108932,148740
129884,252986
182889,355678
180122,109767
173546,196262
109477,73805
166790,267730
96676,358400
74442,393639
76453,51532
90444,28096
44651,142212
126656,50940
197672,173784
112736,177249
160810,393535
63113,322627
3089,396334
193753,29911
105661,388173
44199,360375
167347,365944
154608,92292
143269,380334
37527,120812
12427,146794
124404,296380
132965,214377
26287,157390
131382,101534
113898,291747
154316,122081
40259,91173
80303,332112
81132,383161
176604,322823
144692,199225
43892,218243
12506,48402
40749,207723
42996,319966
135184,116222
117713,397899
78889,79224
62534,288592
173404,115876
132261,229402
160189,290065
117229,30168
194745,313755
134213,254740
140355,185381
186705,97943
116818,126098
168110,382023
183798,150975
125467,326224
182003,76370
182100,94440
157556,278457
623,327200
92242,110332
54727,243976
185057,290105
97232,396036
36673,3397
131820,386149
164945,10860
23599,204608
177045,289439
193957,366412
109920,207170
113038,160484
5824,378233
92333,146154
29468,300941
57887,180514
56462,104520
76878,15037
168495,101727
61499,384508
31417,234696
108082,180147
86668,41376
17429,156269
26697,66020
33763,392494
946,332314
144717,317585
69930,22693
122339,391532
22364,173064
188670,399143
49281,29542
12256,28264
97604,48209
3284,391638
98131,215601
153389,100669
81497,114311
189369,20120
192480,237821
91041,102050
40732,64316
68949,335769
164753,368670
152488,229575
163958,365481
111097,89409
53562,157208
154928,320307
12409,374388
107676,15789
1974,270691
8580,321885
5935,305945
23965,370395
59168,196573
65582,367415
55471,330780
126333,261128
114829,201402
62215,231180
123767,220450
180281,119048
128411,387772
94467,261592
77586,394101
143160,246385
112409,200859
153082,47300
17296,247350
7835,77766
77087,141073
145508,310464
102427,4289
92994,352366
90243,325303
97433,44326
32690,78629
94909,347977
136269,82158
50181,258374
141447,247417
101728,36960
63460,15478
18281,142213
11911,135507
50975,99729
26904,36089
75356,234975
157950,182605
131897,338901
180264,204065
106842,99392
190769,93746
120981,238476
138547,210940
53202,24021
61551,326043
106335,31054
179779,66015
12571,147343
171333,228930
128755,208400
128146,73150
188380,7482
18367,194293
192557,207431
192876,267079
47510,350449
63590,251902
121257,387572
199651,108571
33154,310146
193495,280740
59901,332630
108929,141478
96105,359691
145415,58907
61431,16306
114752,103076
197732,282853
20126,13494
16979,329923
132342,331545
169926,166002
39546,276072
3413,257473
2900,341997
23740,159942
92805,216574
5497,390357
93522,384033
159579,223339
42709,357094
50393,261042
163391,62067
159654,51214
49719,71578
168696,53598
88546,16441
174526,281767
125823,268355
140297,330373
72013,223292
55400,328318
91652,163776
3522,310849
118384,2916
193094,65012
188935,238638
189236,306961
120315,170753
134227,165742
77917,154537
70839,3957
166599,85600
119982,25147
5769,239797
72800,8853
55178,158480
134017,362290
86363,379275
78775,32325
128676,84220
64649,115034
52178,303629
86022,100250
6791,222957
15257,160937
147809,254764
36251,51216
172093,323290
146714,97335
193145,5693
135331,147629
76437,167796
107241,138434
196409,250669
129327,256475
143059,318228
41697,394171
143511,38502
193363,369573
181421,327947
160587,323095
162084,87361
154600,191508
154959,44528
184035,215835
1809,315546
8011,307614
162837,124531
34047,160467
89258,213765
112012,17908
26528,251606
156825,278199
49091,365283
180749,28816
172492,93060
111894,290058
172604,377733
132112,293942
64416,355057
57386,167791
188956,105377
108407,138337
153457,276603
9343,301528
76226,185077
165433,362417
151012,126225
48597,35138
16984,113760
181972,377188
83285,65331
76389,98216
168822,231503
198448,103419
126427,155361
148945,38635
6963,392631
114073,1197
109700,337103
108030,285070
118678,7068
47325,310553
189478,84747
90807,104343
175663,254724
81597,95007
156332,175665
170972,321680
36547,147886
50931,319083
127095,97528
94493,98582
133072,105758
11981,27195
162034,332278
13250,77308
56414,314068
165365,72038
72075,225028
30164,20390
148938,120154
178178,91227
84141,296512
121173,113880
178050,148967
38882,191698
95825,386353
156314,95094
145634,283466
31126,132705
63127,119124
119001,41809
26666,152104
34427,123124
63455,23285
152491,17689
103004,211647
59233,7535
183518,378581
865,366649
13475,83668
56584,396003
52670,29471
66146,197312
140345,284845
119599,203791
132927,147502
141399,365569
154428,159899
28920,348333
181737,7996
181066,155990
120584,123520
127349,26666
39169,159281
43110,206031
72537,399760
30390,311219
194747,317065
8051,396559
1167,200473
155697,66324
179752,340442
99056,163697
116918,304171
29631,170408
16809,272980
160023,233433
162441,185640
63618,366591
143386,201585
71473,325230
49397,891
19933,244223
115907,138472
59110,207377
195968,229138
185667,17798
48083,43626
36353,378908
7807,180444
36920,93069
148488,341073
159396,277705
143491,365837
62297,133612
1542,26647
198648,36760
117840,263445
8745,381506
181591,152181
2895,349800
19261,318395
131013,266717
149622,274501
85735,150119
66088,128152
146342,91834
42614,94929
8754,13863
71604,38959
104741,319027
62718,60860
116192,270807
33853,227336
75802,161982
195790,305759
50717,387512
24508,43511
30615,56908
74697,285856
48728,181063
52022,359417
31383,72730
60908,178161
170426,16875
173141,264272
146214,250600
77970,183739
